,smiles,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
121,Cn1cnc2c1c(=O)n(c(=O)n2C)C,11.67203704,-0.36,11.67203704,0.316574074,0.538462826,194.194,184.114,194.0803756,74,0,0.331703433,-0.327863466,0.331703433,0.327863466,1.142857143,1.785714286,2.428571429,16.16128232,10.48818799,2.110255216,-2.021517497,2.011819898,-2.369665406,5.691604589,0.705435605,3.221281081,616.528592,10.45566545,8.182701232,8.182701232,6.53658126,4.107927643,4.107927643,3.233448966,3.233448966,2.316512895,2.316512895,1.471179885,1.471179885,-1.85,1876.090171,8.735233269,2.567947901,0.875774163,79.02895702,4.567099648,0,11.16387794,0,5.559266895,5.689743398,13.92873648,9.778515705,0,0,0,0,21.14301595,6.327320075,0,11.16387794,0,18.68527746,21.14301595,0,0,27.16540474,0,0,11.24901029,0,0,0,18.68527746,21.14301595,0,0,15.91639444,0,11.16387794,0,61.82,0,9.589074368,0,11.24901029,11.16387794,4.567099648,17.94209171,18.66244361,0,4.983978521,0,4.039537037,0,27.15444822,0,0.180092593,0,0,1.519351852,0,4.773236961,0.375,14,0,6,0,0,0,0,2,2,6,0,6,0,0,0,0,2,-1.0293,51.196,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,CNC,2.75,1.875,2.75,1.875,0.39867094,45.085,38.029,45.05784922,20,0,-0.016745433,-0.322772211,0.322772211,0.016745433,1.333333333,1.333333333,1.333333333,14.74010864,11.27889136,1.253262307,-1.59177995,0.98071289,-1.89281289,3.907241753,1.019758247,1.632993162,2.754887502,2.707106781,2.5,2.5,1.414213562,1,1,0.5,0.5,0,0,0,0,-0.04,2.754887502,2.96,1.96,1.96,20.65405533,5.316788604,0,0,0,0,0,0,0,0,0,0,14.09534397,0,0,0,0,0,5.316788604,0,0,14.09534397,0,0,0,5.316788604,0,0,0,14.09534397,0,0,0,0,0,0,0,12.03,0,0,0,0,0,0,0,0,14.09534397,5.316788604,0,0,0,0,2.75,0,0,0,0,0,3.75,1,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-0.1644,14.9837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,C(=C(F)F)(C(F)(F)F)F,11.03703704,-5.556712963,11.03703704,3.331018519,0.465311325,150.021,150.021,149.9904193,54,0,0.447992771,-0.195737572,0.447992771,0.195737572,0.888888889,1.222222222,1.222222222,19.41775392,10.56426907,2.382114124,-1.982841753,2.292822194,-2.077557851,4.980743378,-0.112671444,4.39951587,125.7286241,7.654700538,3.767786838,3.767786838,3.854059275,1.633893419,1.633893419,1.072152113,1.072152113,0.414799224,0.414799224,0.107142857,0.107142857,-0.68,50.07031062,8.32,2.281667645,2.38507764,45.77274464,0,0,0,0,5.826873879,12.25694175,0,0,26.34249029,0,0,0,0,0,26.34249029,0,0,0,0,6.176298517,0,11.90751711,0,0,0,26.34249029,0,0,6.176298517,0,0,0,11.90751711,0,0,0,0,18.08381563,26.34249029,0,0,0,0,0,0,0,0,0,64.81597222,0,0,0,0,-3.331018519,0,-8.90162037,0,0,0.333333333,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2.6263,16.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,c1cc(ccc1O)Cl,8.698024691,0.244814815,8.698024691,0.244814815,0.567107755,128.558,123.518,128.0028925,42,0,0.11517976,-0.507965186,0.507965186,0.11517976,1.125,1.625,2,35.49569072,10.34030003,1.835080397,-1.870152069,2.122570696,-1.606392793,6.300989101,0.475121741,3.032455532,147.3883389,5.983127663,4.134579145,4.890508091,3.7876937,2.233956239,2.611920712,1.47641678,1.91285256,0.826626202,1.078602518,0.441090879,0.567079037,-0.69,70.79892376,5.446798906,2.052669548,1.138019489,52.5289031,5.106527395,5.749511833,0,0,0,0,0,0,0,0,11.60093989,24.26546827,5.022633314,0,5.106527395,11.60093989,0,0,0,0,0,29.28810159,0,5.749511833,0,0,5.749511833,11.60093989,5.106527395,0,0,0,24.26546827,5.022633314,0,0,20.23,0,0,0,5.749511833,5.022633314,0,0,24.26546827,0,0,16.70746729,0,5.500555556,0,9.339506173,0,0.244814815,6.359567901,0,0,0,0,8,1,1,0,0,0,1,0,1,1,1,2,0,0,0,0,1,2.0456,33.1168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,C1CCNCC1,3.284722222,1.25,3.284722222,1.25,0.457636228,85.15,74.062,85.08914935,36,0,-0.00489114,-0.316732581,0.316732581,0.00489114,0.833333333,1.5,1.666666667,14.85190959,10.16954661,1.931635663,-2.081750218,1.959406478,-2.205539925,4.545105364,0.520040197,2,19.40990953,4.242640687,4.035533906,4.035533906,3,2.707106781,2.707106781,1.810660172,1.810660172,1.207106781,1.207106781,0.801776695,0.801776695,-0.04,34.39946188,4.127785235,2.189674339,0.976756002,38.74305052,5.316788604,0,0,0,0,0,0,0,0,0,6.420821623,25.93115606,0,0,0,0,0,5.316788604,0,19.26246487,13.08951281,0,0,0,5.316788604,0,0,0,13.08951281,0,0,19.26246487,0,0,0,0,12.03,0,0,0,0,0,0,32.35197768,0,0,5.316788604,0,0,0,0,3.284722222,0,0,0,4.215277778,2.5,0,1,6,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0.7599,26.7207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,c1ccc2c(c1)ccc3c2cccc3,2.178240741,1.311296296,2.178240741,1.311296296,0.456410247,178.234,168.154,178.0782503,66,0,-0.010541535,-0.061628993,0.061628993,0.010541535,0.428571429,0.857142857,1.357142857,14.00795372,10.02445844,1.966213834,-2.017839585,2.238687784,-1.750990838,6.067170614,1.764619108,2.610318687,539.0090986,9.380468889,7.773502692,7.773502692,6.949489743,4.815384141,4.815384141,3.507834231,3.507834231,2.65420195,2.65420195,1.954807416,1.954807416,-1.82,3408.807763,7.571439104,2.845083623,1.007540623,82.79473218,0,0,0,0,0,0,0,0,0,0,60.66367068,21.54489686,0,0,0,21.54489686,0,0,0,0,0,60.66367068,0,0,0,0,0,0,0,0,0,0,60.66367068,0,21.54489686,0,0,0,0,0,0,0,0,21.54489686,0,0,60.66367068,0,0,0,0,5.29962963,0,0,21.36703704,0,0,0,0,14,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3.993,61.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,CI,2.15,1.97,2.15,1.97,0.349907335,141.939,138.915,141.9279481,14,0,-0.012097335,-0.090134358,0.090134358,0.012097335,1.5,1.5,1.5,126.9127031,12.00229691,0.949645086,-1.051876779,1.47977869,-0.79757869,14.10806642,2.664933584,1,2,2,1.377964473,3.535462764,1,0.377964473,2.535462764,0,0,0,0,0,0,0.73,2,2.73,1.73,0.099863014,28.00108915,0,0,0,0,0,0,0,0,0,0,22.59087063,4.930467979,0,0,0,22.59087063,0,0,0,0,4.930467979,0,0,0,0,0,0,22.59087063,4.930467979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.930467979,22.59087063,0,0,2.15,1.97,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0512,19.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,COc1c(cc(c(c1O)OC)Cl)Cl,9.531574074,-0.19212963,9.531574074,0.155478395,0.837043393,223.055,214.991,221.9850495,72,0,0.203419247,-0.501622736,0.501622736,0.203419247,1.076923077,1.461538462,1.769230769,35.49683496,10.26494077,2.161878836,-2.102939859,2.453940221,-1.901313478,6.364824273,0.339975161,3.388835526,297.4054448,10.00807169,7.096989392,8.608847284,6.112590865,3.403666411,4.159595357,2.255316207,3.069716461,1.525678858,2.087182335,0.960040984,1.567417042,-0.8,719.5183928,10.28196721,3.938777718,1.761236623,85.78914401,14.5802533,0,11.49902367,5.749511833,0,0,0,0,0,0,23.20187978,6.066367068,0,24.26486171,14.5802533,23.20187978,0,0,0,0,14.21959508,16.1116337,0,17.2485355,9.473725908,0,17.2485355,23.20187978,19.32612248,0,0,0,6.066367068,10.04526663,0,0,38.69,0,5.106527395,0,27.29380213,0,0,20.28596215,0,0,0,32.67560569,9.705308642,11.47774187,0,10.01453704,0,0.11882716,1.444938272,0,0,2.79420257,0.25,13,1,3,0,0,0,1,0,1,3,1,5,2,0,0,0,1,2.7162,51.2308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,C(=C/Cl)\Cl,4.87345679,1.237654321,4.87345679,1.237654321,0.432798364,96.944,94.928,95.95335542,24,0,0.015563326,-0.092004176,0.092004176,0.015563326,1,1.25,1.25,35.49798623,11.26263538,1.396350184,-1.435136854,1.781028365,-1.10764253,6.32910709,2.50749317,2.549193338,19.21928095,3.414213562,1.910629484,3.422487376,1.914213562,0.769769114,1.642640675,0.251976315,0.755928946,0.047619048,0.428571429,0,0,0.32,6.854752972,4.32,3.32,2.32,35.02112256,0,0,0,0,0,0,0,0,0,0,23.20187978,0,11.07040386,0,0,23.20187978,0,0,0,0,0,11.07040386,0,0,0,0,0,23.20187978,0,0,0,0,11.07040386,0,0,0,0,0,0,0,0,0,0,11.07040386,0,0,0,23.20187978,0,9.74691358,0,0,2.475308642,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.9352,20.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,CCCCC,2.211805556,1.34375,2.211805556,1.34375,0.46878551,72.151,60.055,72.09390038,32,0,-0.053831315,-0.065382555,0.065382555,0.053831315,1,1.4,1.4,13.74496242,10.27970514,1.677033718,-1.788234799,1.878062415,-1.587194861,4.236962415,0.771705139,2.190609687,7.509775004,4.121320344,4.121320344,4.121320344,2.414213562,2.414213562,2.414213562,1.353553391,1.353553391,0.707106781,0.707106781,0.353553391,0.353553391,0,11.2451125,5,4,4,34.19901949,0,0,0,0,0,0,0,0,0,0,33.10993927,0,0,0,0,0,0,0,0,33.10993927,0,0,0,0,0,0,0,0,0,0,0,33.10993927,0,0,0,0,0,0,0,0,0,0,0,19.26246487,0,0,13.8474744,0,0,0,0,0,0,0,0,4.076388889,4.423611111,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.1965,25.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,CCCC#N,7.81625,0.694444444,7.81625,0.694444444,0.45506988,69.107,62.051,69.05784922,28,0,0.062113743,-0.198347574,0.198347574,0.062113743,1.8,2.4,2.4,14.2170185,10.38023897,1.65019557,-1.654000239,1.770452652,-1.534432243,4.648804674,0.968670505,2.483699571,42.09986547,4.121320344,3.361427158,3.361427158,2.414213562,1.78426697,1.78426697,0.908113883,0.908113883,0.361803399,0.361803399,0.111803399,0.111803399,-0.51,11.2451125,4.49,3.49,3.49,32.22665705,0,0,0,0,0,0,0,0,5.261891555,0,6.9237372,6.420821623,6.420821623,6.069221313,0,0,5.261891555,0,0,19.76538045,0,0,0,6.069221313,0,0,0,0,0,0,11.33111287,19.76538045,0,0,0,0,23.79,0,0,0,0,6.420821623,6.420821623,0,0,12.99295851,0,5.261891555,0,0,0,7.81625,0,0,2.017361111,1.677083333,1.989305556,0,0.75,5,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.31008,20.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,[C@@H](C(F)(F)F)(F)Br,11,-4.75,11,1.703125,0.396620503,180.926,179.918,179.919775,44,0,0.429301547,-0.224834989,0.429301547,0.224834989,1.285714286,1.428571429,1.428571429,79.91873364,10.75514588,2.372019376,-2.018187797,2.259779584,-2.166616424,9.091906481,-0.151468963,3.541196965,55.20035948,6.077350269,2.967172634,4.553169173,2.943375673,1.292057625,2.207733153,0.84230905,1.646239633,0.24743583,0.766575058,0,0,0.2,17.08616633,7.2,1.980718336,2.84516129,45.63388236,0,0,0,5.08094342,0,6.176298517,0,4.390415048,13.17124514,0,0,15.9299439,0,0,17.56166019,15.9299439,0,0,0,11.25724194,0,0,0,0,0,17.56166019,0,15.9299439,11.25724194,0,0,0,0,0,0,0,0,11.25724194,17.56166019,0,0,0,0,0,15.9299439,0,0,0,43.26909722,1.703125,0,-2.888888889,0,0,0,-4.75,0,0,1,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2.2392,19.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,CC(C)Cc1cnccn1,4.156388889,0.663611111,4.156388889,0.663611111,0.617746932,136.198,124.102,136.1000484,54,0,0.058872526,-0.26122366,0.26122366,0.058872526,1.4,2.2,2.7,14.75463595,10.10044414,1.958575103,-2.003766888,2.009831815,-1.961027924,4.943475585,0.632825439,2.587287185,181.7088964,7.397341225,6.410935049,6.410935049,4.7876937,3.536714154,3.536714154,2.794720954,2.794720954,1.234035487,1.234035487,0.853651271,0.853651271,-0.92,195.625462,7.190132159,3.299121844,2.13187087,61.33046754,0,0,0,0,0,0,9.967957042,0,0,0,13.8474744,12.33872767,18.59053071,5.693927995,0,0,0,9.967957042,5.917906046,20.26829602,0,24.28445871,0,0,0,0,0,0,9.967957042,6.420821623,5.917906046,19.54140239,18.59053071,0,0,0,25.78,0,0,0,0,5.917906046,12.11474962,0,12.39368714,6.196843572,23.81543144,0,0,0,8.13162037,0,1.081018519,0.663611111,0,6.273194444,4.350555556,0,0.5,10,0,2,0,0,0,0,1,1,2,0,2,2,0,0,0,1,1.6751,40.574,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,CC[C@H](C)O[N+](=O)[O-],9.551944444,-0.769675926,9.551944444,0.273148148,0.410911223,119.12,110.048,119.0582431,48,0,0.294262864,-0.310907318,0.310907318,0.294262864,1.875,2.375,2.5,16.95290482,10.32258782,2.006381894,-2.020049866,1.932665915,-2.107094207,4.36890915,-0.767253623,3.236426783,83.35260811,6.568914101,4.956415517,4.956415517,3.66390246,2.476130159,2.476130159,1.547881561,1.547881561,0.840926108,0.840926108,0.221459958,0.221459958,-0.8,42.84459141,7.2,3.233950617,3.392307692,47.55463682,4.837588584,6.103966388,0,0,5.086619043,0,0,0,0,10.11431827,6.9237372,13.34455882,0,0,9.924207627,0,0,0,0,26.37226241,0,10.11431827,0,0,0,0,0,0,11.19058543,4.837588584,10.11431827,20.26829602,0,0,0,0,52.37,5.086619043,10.11431827,0,6.103966388,6.420821623,0,0,6.9237372,6.9237372,4.837588584,0,0,0,13.67347222,8.782268519,0,0,0,0.394490741,3.483101852,0,1,8,0,4,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0.9932,27.8324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,c1ccc(cc1)c2cc(ccc2Cl)Cl,6.072096246,0.702086168,6.072096246,0.702086168,0.658951175,223.102,215.038,222.0003056,70,0,0.048493781,-0.084319602,0.084319602,0.048493781,0.785714286,1.5,2.214285714,35.49678685,10.06414005,2.02274011,-2.037532833,2.294891557,-1.78148475,6.348872665,1.61672058,2.565840903,435.3296467,9.966255326,7.3747311,8.886588992,6.770856948,4.276681947,5.032610893,2.990193627,3.833829534,2.013200693,2.577886017,1.336429058,1.735189579,-0.98,2104.735674,9.57026343,4.035028732,1.917657448,93.09502978,0,0,0,0,0,0,0,0,0,0,53.53371512,23.7625527,15.60871812,0,0,23.20187978,0,0,0,0,0,58.57620318,0,11.12690298,0,0,0,23.20187978,0,0,0,0,48.53093655,10.04526663,11.12690298,0,0,0,0,0,0,5.022633314,16.1495363,0,6.066367068,42.46456948,0,23.20187978,0,11.98016991,0,1.424863946,2.055339506,0,15.42851553,0,0,0,0,14,0,0,0,0,0,2,0,2,0,0,2,1,0,0,0,2,4.6604,61.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,c1ccc(cc1)c2cc(c(c(c2Cl)Cl)Cl)Cl,6.129966616,0.28519857,6.129966616,0.28519857,0.44858272,291.992,285.944,289.9223609,82,0,0.079956203,-0.082630486,0.082630486,0.079956203,0.6875,1.3125,1.9375,35.50130926,10.06161229,2.13408008,-2.086106725,2.416264641,-1.826096712,6.522717838,1.613977716,2.677072339,520.2871241,11.7067423,7.975959507,10.99967529,7.609060905,4.493962818,6.00582071,3.213922446,4.755015992,2.18741685,3.938833252,1.400642993,2.311775296,-0.4,4893.257894,12.06741182,4.848491813,2.162249639,113.7015622,0,0,0,0,0,0,0,0,0,0,76.7355949,11.62981856,5.563451492,20.09053325,0,46.40375956,0,0,0,0,0,56.48873567,0,11.12690298,0,0,0,46.40375956,0,0,0,0,36.39820241,20.09053325,11.12690298,0,0,0,0,0,10.04526663,10.04526663,11.12690298,0,6.066367068,30.33183534,0,46.40375956,0,23.97959485,0,1.388784486,1.731141975,0,11.34492314,0,0,0,0,16,0,0,0,0,0,2,0,2,0,0,4,1,0,0,0,2,5.9672,71.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,CC[C@@H](C)C(C)C,2.296296296,0.865740741,2.296296296,0.865740741,0.500181791,100.205,84.077,100.1252005,44,0,-0.042223387,-0.065118468,0.065118468,0.042223387,1.142857143,1.571428571,1.571428571,14.06688122,9.959180683,2.006427673,-2.101310606,2.113159453,-1.998760246,4.516176878,0.407449229,3.144208207,37.30296891,5.86180732,5.86180732,5.86180732,3.180739213,3.180739213,3.180739213,2.629549111,2.629549111,1.782021738,1.782021738,0.471404521,0.471404521,0,27.9770933,7,3.06122449,2.666666667,46.92890371,0,0,0,0,0,0,0,0,0,0,34.11577042,11.83581209,0,0,0,0,0,0,11.83581209,34.11577042,0,0,0,0,0,0,0,0,0,0,11.83581209,34.11577042,0,0,0,0,0,0,0,0,0,0,11.83581209,6.420821623,0,0,27.6949488,0,0,0,0,0,0,1.768518519,0,1.31712963,9.081018519,0,1,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.6885,34.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,C[C@H](CC(C)C)O,8.722777778,-0.125,8.722777778,0.125,0.558630557,102.177,88.065,102.1044651,44,0,0.051410236,-0.393408743,0.393408743,0.051410236,1.285714286,1.714285714,1.714285714,16.2647329,10.08384063,1.967323879,-2.042812921,2.014155025,-2.027056542,4.488279837,0.167663649,2.953223175,33.44467836,5.86180732,5.309020915,5.309020915,3.125897658,2.806746278,2.806746278,2.478570477,2.478570477,0.812516037,0.812516037,0.682223031,0.682223031,-0.04,19.09358393,6.96,3.026851632,5.96,45.35819535,5.106527395,0,0,0,0,0,0,0,0,0,13.8474744,19.26246487,0,6.103966388,5.106527395,0,0,0,5.917906046,33.29599961,0,0,0,0,0,0,0,0,11.21049378,0,5.917906046,27.19203322,0,0,0,0,20.23,0,0,0,6.103966388,5.917906046,6.420821623,0,0,6.9237372,13.8474744,5.106527395,0,0,0,8.722777778,0,0.625,0,0.791666667,6.027222222,0,1,7,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1.4133,31.1358,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
